CSA,CBSA,Name,Total,1 Unit,2 Units,3 & 4 Units,5 or more,Number of structures with 5 units or more,Monthly Coverage Percent,month,year,population_est,Match on,fuzzy match name
430,48260,"Weirton Steubenville, WV OH",0,0,0,0,0,0,0,1,2017,118074.0,Exact,
999,48300,"Wenatchee, WA",17,15,2,0,0,0,88,1,2017,118325.0,Exact,
999,48540,"Wheeling, WV OH",2,2,0,0,0,0,91,1,2017,141255.0,Exact,
999,48660,"Wichita Falls, TX",0,0,0,0,0,0,2,1,2017,150956.0,Exact,
556,48620,"Wichita, KS",103,56,18,0,29,3,76,1,2017,637511.0,Exact,
558,48700,"Williamsport, PA",1,1,0,0,0,0,23,1,2017,114012.0,Exact,
999,48900,"Wilmington, NC",143,91,8,0,44,1,72,1,2017,289447.0,Exact,
548,49020,"Winchester, VA WV",41,41,0,0,0,0,98,1,2017,138020.0,Exact,
268,49180,"Winston Salem, NC",78,72,0,0,6,1,74,1,2017,666640.0,Exact,
148,49340,"Worcester, MA CT",3,3,0,0,0,0,13,1,2017,942147.0,Exact,
999,49420,"Yakima, WA",16,16,0,0,0,0,78,1,2017,249922.0,Exact,
276,49620,"York Hanover, PA",8,3,0,0,5,1,8,1,2017,445484.0,Exact,
566,49660,"Youngstown Warren Boardman, OH PA",4,4,0,0,0,0,64,1,2017,541545.0,Exact,
999,49740,"Yuma, AZ",60,60,0,0,0,0,99,1,2017,209507.0,Exact,
999,10180,"Abilene, TX",20,18,2,0,0,0,99,2,2017,170429.0,Exact,
184,10420,"Akron, OH",47,47,0,0,0,0,63,2,2017,703987.0,Exact,
999,10500,"Albany, GA",10,10,0,0,0,0,91,2,2017,148090.0,Exact,
104,10580,"Albany Schenectady Troy, NY",106,45,0,0,61,6,100,2,2017,882158.0,Exact,
106,10740,"Albuquerque, NM",182,169,0,0,13,2,100,2,2017,912311.0,Exact,
999,10780,"Alexandria, LA",18,18,0,0,0,0,62,2,2017,153549.0,Exact,
408,10900,"Allentown Bethlehem Easton, PA NJ",28,17,0,0,11,2,55,2,2017,837921.0,Exact,
999,11020,"Altoona, PA",0,0,0,0,0,0,0,2,2017,123147.0,Exact,
108,11100,"Amarillo, TX",44,42,2,0,0,0,91,2,2017,264331.0,Exact,
218,11180,"Ames, IA",79,31,0,0,48,4,82,2,2017,123721.0,Exact,
999,11260,"Anchorage, AK",78,60,4,7,7,1,100,2,2017,400570.0,Exact,
220,11460,"Ann Arbor, MI",25,19,0,6,0,0,57,2,2017,368807.0,Exact,
118,11540,"Appleton, WI",29,29,0,0,0,0,73,2,2017,235811.0,Exact,
120,11700,"Asheville, NC",150,133,0,0,17,2,91,2,2017,454855.0,Exact,
122,12020,"Athens Clarke County, GA",41,41,0,0,0,0,89,2,2017,209106.0,Exact,
428,12100,"Atlantic City Hammonton, NJ",28,16,2,0,10,1,100,2,2017,265498.0,Exact,
194,12220,"Auburn Opelika, AL",91,77,0,0,14,1,100,2,2017,161440.0,Exact,
999,12260,"Augusta Richmond County, GA SC",257,233,2,0,22,2,99,2,2017,600276.0,Exact,
999,12540,"Bakersfield, CA",160,155,0,0,5,1,80,2,2017,887356.0,Exact,
548,12580,"Baltimore Columbia Towson, MD",424,360,0,0,64,5,100,2,2017,2798707.0,Exact,
999,12620,"Bangor, ME",20,2,0,0,18,3,77,2,2017,151645.0,Exact,
148,12700,"Barnstable Town, MA",9,9,0,0,0,0,18,2,2017,213581.0,Exact,
999,12940,"Baton Rouge, LA",283,283,0,0,0,0,100,2,2017,854295.0,Exact,
310,12980,"Battle Creek, MI",0,0,0,0,0,0,3,2,2017,134180.0,Exact,
474,13020,"Bay City, MI",0,0,0,0,0,0,6,2,2017,104045.0,Exact,
999,13140,"Beaumont Port Arthur, TX",31,31,0,0,0,0,55,2,2017,398129.0,Exact,
999,13220,"Beckley, WV",8,8,0,0,0,0,100,2,2017,118673.0,Exact,
999,13380,"Bellingham, WA",64,44,4,0,16,2,98,2,2017,221410.0,Exact,
999,13740,"Billings, MT",53,25,0,28,0,0,49,2,2017,179365.0,Exact,
999,13780,"Binghamton, NY",0,0,0,0,0,0,2,2,2017,241709.0,Exact,
142,13820,"Birmingham Hoover, AL",229,218,0,0,11,2,100,2,2017,1085615.0,Exact,
999,13900,"Bismarck, ND",14,10,0,4,0,0,98,2,2017,128115.0,Exact,
145,14010,"Bloomington, IL",18,18,0,0,0,0,86,2,2017,172754.0,Exact,
144,14020,"Bloomington, IN",27,17,10,0,0,0,100,2,2017,167429.0,Exact,
146,14100,"Bloomsburg Berwick, PA",9,9,0,0,0,0,100,2,2017,83851.0,Exact,
147,14260,"Boise City, ID",601,479,4,112,6,1,100,2,2017,709682.0,Exact,
148,14460,"Boston Cambridge Newton, MA NH",695,268,32,10,385,16,100,2,2017,4841772.0,Exact,
216,14500,"Boulder, CO",63,55,0,3,5,1,93,2,2017,322441.0,Exact,
150,14540,"Bowling Green, KY",75,55,0,4,16,2,99,2,2017,174981.0,Exact,
408,14860,"Bridgeport Stamford Norwalk, CT",57,50,2,0,5,1,100,2,2017,943038.0,Exact,
154,15180,"Brownsville Harlingen, TX",54,52,2,0,0,0,66,2,2017,422227.0,Exact,
999,15260,"Brunswick, GA",51,51,0,0,0,0,94,2,2017,117587.0,Exact,
268,15500,"Burlington, NC",47,47,0,0,0,0,72,2,2017,163276.0,Exact,
999,15540,"Burlington South Burlington, VT",26,19,4,3,0,0,78,2,2017,218975.0,Exact,
548,15680,"California Lexington Park, MD",83,83,0,0,0,0,100,2,2017,112487.0,Exact,
184,15940,"Canton Massillon, OH",26,18,0,3,5,1,91,2,2017,399327.0,Exact,
162,15980,"Cape Coral Fort Myers, FL",507,327,18,8,154,7,100,2,2017,740000.0,Exact,
164,16020,"Cape Girardeau, MO IL",0,0,0,0,0,0,0,2,2017,96819.0,Exact,
456,16180,"Carson City, NV",12,12,0,0,0,0,100,2,2017,54532.0,Exact,
999,16220,"Casper, WY",7,7,0,0,0,0,100,2,2017,79586.0,Exact,
168,16300,"Cedar Rapids, IA",46,38,2,6,0,0,77,2,2017,270653.0,Exact,
548,16540,"Chambersburg Waynesboro, PA",19,11,4,4,0,0,100,2,2017,154376.0,Exact,
999,16580,"Champaign Urbana, IL",52,20,0,0,32,2,70,2,2017,226847.0,Exact,
170,16620,"Charleston, WV",8,8,0,0,0,0,95,2,2017,264227.0,Exact,
999,16700,"Charleston North Charleston, SC",497,357,0,0,140,4,100,2,2017,775537.0,Exact,
172,16740,"Charlotte Concord Gastonia, NC SC",1810,1049,6,4,751,20,96,2,2017,2550373.0,Exact,
999,16820,"Charlottesville, VA",59,45,0,0,14,2,74,2,2017,216104.0,Exact,
174,16860,"Chattanooga, TN GA",142,133,0,0,9,1,74,2,2017,555953.0,Exact,
999,16940,"Cheyenne, WY",37,33,0,4,0,0,98,2,2017,98377.0,Exact,
176,16980,"Chicago Naperville Elgin, IL IN WI",1623,419,14,50,1140,18,100,2,2017,9514113.0,Exact,
999,17020,"Chico, CA",37,37,0,0,0,0,86,2,2017,228696.0,Exact,
178,17140,"Cincinnati, OH KY IN",490,307,2,7,174,17,100,2,2017,2202558.0,Exact,
999,17300,"Clarksville, TN KY",109,109,0,0,0,0,100,2,2017,298635.0,Exact,
174,17420,"Cleveland, TN",19,19,0,0,0,0,72,2,2017,122180.0,Exact,
184,17460,"Cleveland Elyria, OH",200,184,2,8,6,1,100,2,2017,2057238.0,Exact,
999,17780,"College Station Bryan, TX",261,106,38,0,117,10,100,2,2017,259123.0,Exact,
999,17820,"Colorado Springs, CO",272,272,0,0,0,0,100,2,2017,724773.0,Exact,
190,17860,"Columbia, MO",60,58,2,0,0,0,100,2,2017,205725.0,Exact,
192,17900,"Columbia, SC",370,331,0,0,39,3,100,2,2017,824939.0,Exact,
194,17980,"Columbus, GA AL",65,46,0,0,19,1,99,2,2017,315942.0,Exact,
294,18020,"Columbus, IN",20,20,0,0,0,0,100,2,2017,82213.0,Exact,
198,18140,"Columbus, OH",425,238,0,0,187,9,99,2,2017,2082581.0,Exact,
204,18580,"Corpus Christi, TX",108,108,0,0,0,0,57,2,2017,428445.0,Exact,
440,18700,"Corvallis, OR",8,8,0,0,0,0,62,2,2017,91790.0,Exact,
999,18880,"Crestview Fort Walton Beach Destin, FL",193,154,0,39,0,0,100,2,2017,271499.0,Exact,
999,19060,"Cumberland, MD WV",0,0,0,0,0,0,42,2,2017,98575.0,Exact,
206,19100,"Dallas Fort Worth Arlington, TX",4914,2657,46,6,2205,45,100,2,2017,7337097.0,Exact,
999,19180,"Danville, IL",0,0,0,0,0,0,20,2,2017,77689.0,Exact,
380,19300,"Daphne Fairhope Foley, AL",150,135,2,8,5,1,81,2,2017,212521.0,Exact,
209,19340,"Davenport Moline Rock Island, IA IL",31,31,0,0,0,0,61,2,2017,381103.0,Exact,
290,19460,"Decatur, AL",20,20,0,0,0,0,93,2,2017,151981.0,Exact,
999,19500,"Decatur, IL",3,3,0,0,0,0,53,2,2017,105399.0,Exact,
422,19660,"Deltona Daytona Beach Ormond Beach, FL",157,143,6,0,8,1,68,2,2017,647867.0,Exact,
216,19740,"Denver Aurora Lakewood, CO",1977,810,30,8,1129,21,100,2,2017,2891776.0,Exact,
218,19780,"Des Moines West Des Moines, IA",368,207,0,0,161,5,100,2,2017,681413.0,Exact,
220,19820,"Detroit Warren Dearborn, MI",519,384,6,8,121,6,100,2,2017,4321593.0,Exact,
222,20020,"Dothan, AL",16,16,0,0,0,0,76,2,2017,147878.0,Exact,
428,20100,"Dover, DE",106,64,4,0,38,3,100,2,2017,176499.0,Exact,
999,20220,"Dubuque, IA",5,5,0,0,0,0,39,2,2017,97066.0,Exact,
999,20260,"Duluth, MN WI",2,2,0,0,0,0,12,2,2017,289108.0,Exact,
450,20500,"Durham Chapel Hill, NC",345,261,0,3,81,4,100,2,2017,625678.0,Exact,
408,20700,"East Stroudsburg, PA",7,7,0,0,0,0,47,2,2017,167895.0,Exact,
232,20740,"Eau Claire, WI",18,16,2,0,0,0,94,2,2017,167329.0,Exact,
999,20940,"El Centro, CA",5,5,0,0,0,0,51,2,2017,181649.0,Exact,
238,21340,"El Paso, TX",353,238,8,4,103,7,100,2,2017,842005.0,Exact,
350,21060,"Elizabethtown Fort Knox, KY",35,33,2,0,0,0,100,2,2017,150390.0,Exact,
515,21140,"Elkhart Goshen, IN",22,22,0,0,0,0,80,2,2017,204194.0,Exact,
236,21300,"Elmira, NY",0,0,0,0,0,0,0,2,2017,84736.0,Exact,
999,21420,"Enid, OK",1,1,0,0,0,0,100,2,2017,61600.0,Exact,
240,21500,"Erie, PA",0,0,0,0,0,0,50,2,2017,273558.0,Exact,
999,21780,"Evansville, IN KY",98,50,0,0,48,3,98,2,2017,314791.0,Exact,
999,21820,"Fairbanks, AK",0,0,0,0,0,0,100,2,2017,99675.0,Exact,
244,22020,"Fargo, ND MN",78,12,0,0,66,1,100,2,2017,241511.0,Exact,
999,22140,"Farmington, NM",4,4,0,0,0,0,100,2,2017,126917.0,Exact,
246,22180,"Fayetteville, NC",73,73,0,0,0,0,100,2,2017,517527.0,Exact,
999,22220,"Fayetteville Springdale Rogers, AR MO",354,334,14,0,6,1,100,2,2017,,Exact,
999,22380,"Flagstaff, AZ",25,25,0,0,0,0,87,2,2017,141001.0,Exact,
220,22420,"Flint, MI",15,15,0,0,0,0,59,2,2017,407488.0,Exact,
999,22500,"Florence, SC",23,23,0,0,0,0,62,2,2017,205476.0,Exact,
999,22520,"Florence Muscle Shoals, AL",42,14,0,0,28,3,77,2,2017,147259.0,Exact,
999,22540,"Fond du Lac, WI",2,2,0,0,0,0,50,2,2017,102417.0,Exact,
999,22660,"Fort Collins, CO",204,198,0,0,6,1,100,2,2017,344084.0,Exact,
999,22900,"Fort Smith, AR OK",36,24,12,0,0,0,82,2,2017,250231.0,Exact,
258,23060,"Fort Wayne, IN",199,79,0,0,120,1,96,2,2017,405445.0,Exact,
260,23420,"Fresno, CA",103,98,0,0,5,1,100,2,2017,985238.0,Exact,
999,23460,"Gadsden, AL",4,4,0,0,0,0,46,2,2017,103007.0,Exact,
264,23540,"Gainesville, FL",57,41,0,0,16,2,84,2,2017,324485.0,Exact,
122,23580,"Gainesville, GA",74,74,0,0,0,0,83,2,2017,198953.0,Exact,
276,23900,"Gettysburg, PA",10,10,0,0,0,0,100,2,2017,102562.0,Exact,
104,24020,"Glens Falls, NY",6,6,0,0,0,0,72,2,2017,125924.0,Exact,
999,24220,"Grand Forks, ND MN",0,0,0,0,0,0,83,2,2017,102126.0,Exact,
999,24260,"Grand Island, NE",5,5,0,0,0,0,70,2,2017,75456.0,Exact,
999,24300,"Grand Junction, CO",52,46,2,4,0,0,100,2,2017,151170.0,Exact,
999,24500,"Great Falls, MT",13,13,0,0,0,0,100,2,2017,81633.0,Exact,
216,24540,"Greeley, CO",174,160,0,4,10,2,86,2,2017,305885.0,Exact,
267,24580,"Green Bay, WI",34,34,0,0,0,0,92,2,2017,319694.0,Exact,
268,24660,"Greensboro High Point, NC",128,128,0,0,0,0,100,2,2017,762071.0,Exact,
274,24780,"Greenville, NC",34,32,2,0,0,0,71,2,2017,178607.0,Exact,
548,25180,"Hagerstown Martinsburg, MD WV",75,75,0,0,0,0,97,2,2017,282958.0,Exact,
406,25220,"Hammond, LA",65,63,2,0,0,0,94,2,2017,132353.0,Exact,
276,25420,"Harrisburg Carlisle, PA",73,66,2,0,5,1,100,2,2017,570784.0,Exact,
277,25500,"Harrisonburg, VA",40,40,0,0,0,0,100,2,2017,134041.0,Exact,
999,25620,"Hattiesburg, MS",5,5,0,0,0,0,84,2,2017,167719.0,Exact,
280,25860,"Hickory Lenoir Morganton, NC",7,1,0,0,6,1,13,2,2017,367085.0,Exact,
496,25980,"Hinesville, GA",80,20,0,8,52,7,52,2,2017,80399.0,Exact,
999,26140,"Homosassa Springs, FL",36,31,0,0,5,1,97,2,2017,145415.0,Exact,
284,26300,"Hot Springs, AR",3,3,0,0,0,0,100,2,2017,98327.0,Exact,
999,26380,"Houma Thibodaux, LA",36,36,0,0,0,0,86,2,2017,209946.0,Exact,
288,26420,"Houston The Woodlands Sugar Land, TX",3328,3064,22,9,233,5,100,2,2017,6900090.0,Exact,
170,26580,"Huntington Ashland, WV KY OH",12,10,2,0,0,0,64,2,2017,361970.0,Exact,
290,26620,"Huntsville, AL",223,223,0,0,0,0,100,2,2017,455892.0,Exact,
292,26820,"Idaho Falls, ID",50,50,0,0,0,0,99,2,2017,145512.0,Exact,
294,26900,"Indianapolis Carmel Anderson, IN",577,334,4,3,236,1,99,2,2017,2027584.0,Exact,
168,26980,"Iowa City, IA",37,37,0,0,0,0,78,2,2017,171529.0,Exact,
296,27060,"Ithaca, NY",2,2,0,0,0,0,18,2,2017,102664.0,Exact,
999,27100,"Jackson, MI",0,0,0,0,0,0,4,2,2017,158563.0,Exact,
298,27140,"Jackson, MS",130,130,0,0,0,0,97,2,2017,599358.0,Exact,
297,27180,"Jackson, TN",15,15,0,0,0,0,75,2,2017,178336.0,Exact,
300,27260,"Jacksonville, FL",1208,751,8,4,445,10,100,2,2017,1505033.0,Exact,
999,27340,"Jacksonville, NC",88,84,4,0,0,0,100,2,2017,195066.0,Exact,
357,27500,"Janesville Beloit, WI",5,5,0,0,0,0,70,2,2017,162205.0,Exact,
304,27740,"Johnson City, TN",11,11,0,0,0,0,53,2,2017,201909.0,Exact,
306,27780,"Johnstown, PA",1,1,0,0,0,0,6,2,2017,132960.0,Exact,
308,27860,"Jonesboro, AR",39,31,4,4,0,0,85,2,2017,131259.0,Exact,
309,27900,"Joplin, MO",32,18,14,0,0,0,56,2,2017,178239.0,Exact,
999,27980,"Kahului Wailuku Lahaina, HI",70,70,0,0,0,0,100,2,2017,166146.0,Exact,
310,28020,"Kalamazoo Portage, MI",7,7,0,0,0,0,20,2,2017,262998.0,Exact,
176,28100,"Kankakee, IL",0,0,0,0,0,0,10,2,2017,110540.0,Exact,
312,28140,"Kansas City, MO KS",866,480,8,31,347,8,100,2,2017,2127203.0,Exact,
999,28420,"Kennewick Richland, WA",111,102,0,0,9,1,100,2,2017,290096.0,Exact,
999,28660,"Killeen Temple, TX",170,153,12,0,5,1,100,2,2017,442998.0,Exact,
304,28700,"Kingsport Bristol Bristol, TN VA",2,2,0,0,0,0,3,2,2017,,Exact,
408,28740,"Kingston, NY",5,0,0,0,5,1,52,2,2017,178635.0,Exact,
314,28940,"Knoxville, TN",297,228,0,0,69,5,92,2,2017,853645.0,Exact,
316,29020,"Kokomo, IN",5,5,0,0,0,0,55,2,2017,82210.0,Exact,
999,29100,"La Crosse Onalaska, WI MN",9,9,0,0,0,0,92,2,2017,136710.0,Exact,
318,29180,"Lafayette, LA",205,182,0,0,23,1,94,2,2017,490299.0,Exact,
320,29200,"Lafayette West Lafayette, IN",31,29,2,0,0,0,82,2,2017,228101.0,Exact,
324,29340,"Lake Charles, LA",63,63,0,0,0,0,87,2,2017,209410.0,Exact,
332,29420,"Lake Havasu City Kingman, AZ",73,71,2,0,0,0,100,2,2017,207017.0,Exact,
999,29460,"Lakeland Winter Haven, FL",254,254,0,0,0,0,89,2,2017,685368.0,Exact,
999,29540,"Lancaster, PA",6,3,0,3,0,0,8,2,2017,541332.0,Exact,
330,29620,"Lansing East Lansing, MI",37,10,4,0,23,4,22,2,2017,548380.0,Exact,
999,29700,"Laredo, TX",140,93,0,3,44,1,100,2,2017,273691.0,Exact,
238,29740,"Las Cruces, NM",69,65,0,4,0,0,100,2,2017,216174.0,Exact,
332,29820,"Las Vegas Henderson Paradise, NV",800,732,2,12,54,5,100,2,2017,2181635.0,Exact,
312,29940,"Lawrence, KS",31,31,0,0,0,0,94,2,2017,120281.0,Exact,
999,30020,"Lawton, OK",10,10,0,0,0,0,94,2,2017,127649.0,Exact,
276,30140,"Lebanon, PA",9,9,0,0,0,0,48,2,2017,139553.0,Exact,
999,30300,"Lewiston, ID WA",0,0,0,0,0,0,1,2,2017,62798.0,Exact,
438,30340,"Lewiston Auburn, ME",3,3,0,0,0,0,46,2,2017,107399.0,Exact,
336,30460,"Lexington Fayette, KY",163,113,2,7,41,2,100,2,2017,512381.0,Exact,
338,30620,"Lima, OH",0,0,0,0,0,0,12,2,2017,103093.0,Exact,
339,30700,"Lincoln, NE",195,71,2,0,122,3,96,2,2017,330975.0,Exact,
340,30780,"Little Rock North Little Rock Conway, AR",125,125,0,0,0,0,100,2,2017,737557.0,Exact,
999,30860,"Logan, UT ID",10,10,0,0,0,0,39,2,2017,137703.0,Exact,
346,30980,"Longview, TX",16,16,0,0,0,0,72,2,2017,284602.0,Exact,
440,31020,"Longview, WA",10,10,0,0,0,0,67,2,2017,106805.0,Exact,
348,31080,"Los Angeles Long Beach Anaheim, CA",1517,727,86,46,658,26,100,2,2017,13278000.0,Exact,
350,31140,"Louisville Jefferson County, KY IN",299,231,2,8,58,4,98,2,2017,,Exact,
352,31180,"Lubbock, TX",140,87,8,0,45,4,100,2,2017,317094.0,Exact,
999,31340,"Lynchburg, VA",29,29,0,0,0,0,80,2,2017,261813.0,Exact,
356,31420,"Macon Bibb County, GA",19,19,0,0,0,0,62,2,2017,228985.0,Exact,
260,31460,"Madera, CA",2,2,0,0,0,0,99,2,2017,155423.0,Exact,
357,31540,"Madison, WI",489,97,4,3,385,9,99,2,2017,655250.0,Exact,
148,31700,"Manchester Nashua, NH",34,26,2,0,6,1,73,2,2017,413204.0,Exact,
358,31740,"Manhattan, KS",34,30,0,4,0,0,85,2,2017,131667.0,Exact,
365,32580,"McAllen Edinburg Mission, TX",237,197,14,12,14,2,100,2,2017,856249.0,Exact,
366,32780,"Medford, OR",41,29,0,0,12,1,84,2,2017,216746.0,Exact,
368,32820,"Memphis, TN MS AR",229,229,0,0,0,0,100,2,2017,1338582.0,Exact,
382,32900,"Merced, CA",13,13,0,0,0,0,30,2,2017,271096.0,Exact,
176,33140,"Michigan City La Porte, IN",14,8,0,0,6,1,87,2,2017,109842.0,Exact,
474,33220,"Midland, MI",1,1,0,0,0,0,47,2,2017,83314.0,Exact,
372,33260,"Midland, TX",75,75,0,0,0,0,100,2,2017,170849.0,Exact,
378,33460,"Minneapolis St.Paul Bloomington, MN WI",1025,509,0,4,512,4,99,2,2017,3575699.0,Exact,
999,33540,"Missoula, MT",36,30,6,0,0,0,100,2,2017,117834.0,Exact,
380,33660,"Mobile, AL",66,66,0,0,0,0,97,2,2017,430567.0,Exact,
382,33700,"Modesto, CA",5,5,0,0,0,0,13,2,2017,544717.0,Exact,
384,33740,"Monroe, LA",49,41,0,3,5,1,83,2,2017,203894.0,Exact,
220,33780,"Monroe, MI",0,0,0,0,0,0,5,2,2017,149449.0,Exact,
999,33860,"Montgomery, AL",77,77,0,0,0,0,98,2,2017,374174.0,Exact,
390,34060,"Morgantown, WV",3,3,0,0,0,0,98,2,2017,139608.0,Exact,
500,34580,"Mount Vernon Anacortes, WA",29,29,0,0,0,0,83,2,2017,125860.0,Exact,
294,34620,"Muncie, IN",0,0,0,0,0,0,15,2,2017,115246.0,Exact,
266,34740,"Muskegon, MI",3,3,0,0,0,0,14,2,2017,173645.0,Exact,
396,34820,"Myrtle Beach Conway North Myrtle Beach, SC NC",519,500,14,0,5,1,85,2,2017,463514.0,Exact,
400,34980,"Nashville Davidson  Murfreesboro  Franklin, TN",1654,1050,4,8,592,22,97,2,2017,1874515.0,Exact,
408,35300,"New Haven Milford, CT",16,6,2,0,8,1,73,2,2017,857748.0,Exact,
406,35380,"New Orleans Metairie, LA",197,176,6,0,15,1,98,2,2017,1270326.0,Exact,
408,35620,"New York Newark Jersey City, NY NJ PA",2725,702,126,51,1846,75,99,2,2017,19322607.0,Exact,
412,35840,"North Port Sarasota Bradenton, FL",487,419,6,12,50,3,100,2,2017,805186.0,Exact,
278,35980,"Norwich New London, CT",20,8,2,0,10,1,39,2,2017,267419.0,Exact,
999,36100,"Ocala, FL",129,129,0,0,0,0,100,2,2017,353339.0,Exact,
428,36140,"Ocean City, NJ",65,50,12,3,0,0,100,2,2017,93129.0,Exact,
372,36220,"Odessa, TX",42,42,0,0,0,0,100,2,2017,156951.0,Exact,
482,36260,"Ogden Clearfield, UT",158,131,0,10,17,3,92,2,2017,664040.0,Exact,
416,36420,"Oklahoma City, OK",430,395,8,12,15,3,100,2,2017,1381492.0,Exact,
420,36540,"Omaha Council Bluffs, NE IA",407,216,2,3,186,16,100,2,2017,931987.0,Exact,
422,36740,"Orlando Kissimmee Sanford, FL",1605,1160,24,12,409,25,100,2,2017,2517777.0,Exact,
118,36780,"Oshkosh Neenah, WI",17,17,0,0,0,0,89,2,2017,170394.0,Exact,
999,36980,"Owensboro, KY",13,13,0,0,0,0,100,2,2017,118455.0,Exact,
348,37100,"Oxnard Thousand Oaks Ventura, CA",91,40,0,4,47,4,61,2,2017,849044.0,Exact,
999,37340,"Palm Bay Melbourne Titusville, FL",116,116,0,0,0,0,85,2,2017,587769.0,Exact,
999,37460,"Panama City, FL",38,38,0,0,0,0,43,2,2017,184736.0,Exact,
425,37620,"Parkersburg Vienna, WV",3,3,0,0,0,0,66,2,2017,90846.0,Exact,
426,37860,"Pensacola Ferry Pass Brent, FL",171,171,0,0,0,0,100,2,2017,487298.0,Exact,
427,37900,"Peoria, IL",2,2,0,0,0,0,14,2,2017,406913.0,Exact,
428,37980,"Philadelphia Camden Wilmington, PA NJ DE MD",844,471,20,43,310,30,100,2,2017,6078522.0,Exact,
340,38220,"Pine Bluff, AR",1,1,0,0,0,0,42,2,2017,90875.0,Exact,
430,38300,"Pittsburgh, PA",134,87,4,0,43,4,46,2,2017,2329004.0,Exact,
999,38340,"Pittsfield, MA",0,0,0,0,0,0,2,2,2017,126353.0,Exact,
999,38540,"Pocatello, ID",23,11,0,12,0,0,98,2,2017,93088.0,Exact,
370,38940,"Port St.Lucie, FL",125,119,6,0,0,0,89,2,2017,472864.0,Exact,
438,38860,"Portland South Portland, ME",94,87,2,0,5,1,80,2,2017,531899.0,Exact,
440,38900,"Portland Vancouver Hillsboro, OR WA",1161,569,10,8,574,22,100,2,2017,2454815.0,Exact,
148,39300,"Providence Warwick, RI MA",92,88,4,0,0,0,100,2,2017,1616614.0,Exact,
482,39340,"Provo Orem, UT",450,388,4,27,31,4,100,2,2017,618035.0,Exact,
444,39380,"Pueblo, CO",24,17,2,0,5,1,100,2,2017,166283.0,Exact,
412,39460,"Punta Gorda, FL",80,73,0,0,7,1,84,2,2017,181522.0,Exact,
376,39540,"Racine, WI",21,15,6,0,0,0,80,2,2017,195825.0,Exact,
452,39660,"Rapid City, SD",33,29,4,0,0,0,89,2,2017,138444.0,Exact,
428,39740,"Reading, PA",3,3,0,0,0,0,7,2,2017,417511.0,Exact,
454,39820,"Redding, CA",21,21,0,0,0,0,65,2,2017,179384.0,Exact,
456,39900,"Reno, NV",216,177,2,0,37,3,100,2,2017,460605.0,Exact,
999,40060,"Richmond, VA",346,329,0,7,10,2,100,2,2017,1269566.0,Exact,
348,40140,"Riverside San Bernardino Ontario, CA",846,630,14,114,88,12,94,2,2017,4565909.0,Exact,
462,40340,"Rochester, MN",22,22,0,0,0,0,85,2,2017,217993.0,Exact,
464,40380,"Rochester, NY",92,77,0,0,15,3,98,2,2017,1071962.0,Exact,
466,40420,"Rockford, IL",7,7,0,0,0,0,90,2,2017,338194.0,Exact,
470,40660,"Rome, GA",16,16,0,0,0,0,100,2,2017,97500.0,Exact,
474,40980,"Saginaw, MI",7,7,0,0,0,0,31,2,2017,191965.0,Exact,
440,41420,"Salem, OR",53,27,2,0,24,2,42,2,2017,424242.0,Exact,
999,41500,"Salinas, CA",22,16,0,6,0,0,83,2,2017,434534.0,Exact,
999,41540,"Salisbury, MD DE",216,180,18,3,15,3,93,2,2017,404155.0,Exact,
482,41620,"Salt Lake City, UT",467,322,4,7,134,7,100,2,2017,1204205.0,Exact,
999,41660,"San Angelo, TX",13,13,0,0,0,0,100,2,2017,120365.0,Exact,
999,41700,"San Antonio New Braunfels, TX",661,580,30,15,36,7,100,2,2017,2472121.0,Exact,
488,41940,"San Jose Sunnyvale Santa Clara, CA",501,60,0,3,438,7,100,2,2017,1992674.0,Exact,
488,42100,"Santa Cruz Watsonville, CA",13,8,0,0,5,1,57,2,2017,274856.0,Exact,
106,42140,"Santa Fe, NM",10,10,0,0,0,0,100,2,2017,149491.0,Exact,
999,42200,"Santa Maria Santa Barbara, CA",15,9,0,6,0,0,34,2,2017,445298.0,Exact,
496,42340,"Savannah, GA",163,163,0,0,0,0,81,2,2017,386394.0,Exact,
500,42660,"Seattle Tacoma Bellevue, WA",1636,777,34,40,785,24,100,2,2017,3885579.0,Exact,
370,42680,"Sebastian Vero Beach, FL",87,87,0,0,0,0,75,2,2017,154241.0,Exact,
999,43100,"Sheboygan, WI",1,1,0,0,0,0,4,2,2017,115089.0,Exact,
999,43340,"Shreveport Bossier City, LA",99,99,0,0,0,0,98,2,2017,400161.0,Exact,
999,43420,"Sierra Vista Douglas, AZ",8,8,0,0,0,0,99,2,2017,124864.0,Exact,
512,43580,"Sioux City, IA NE SD",8,8,0,0,0,0,24,2,2017,143165.0,Exact,
999,43620,"Sioux Falls, SD",191,61,0,0,130,5,96,2,2017,260083.0,Exact,
515,43780,"South Bend Mishawaka, IN MI",37,37,0,0,0,0,82,2,2017,321538.0,Exact,
273,43900,"Spartanburg, SC",168,168,0,0,0,0,97,2,2017,306740.0,Exact,
518,44060,"Spokane Spokane Valley, WA",267,108,4,3,152,13,100,2,2017,550259.0,Exact,
522,44100,"Springfield, IL",4,2,2,0,0,0,43,2,2017,209365.0,Exact,
521,44140,"Springfield, MA",1,1,0,0,0,0,6,2,2017,699387.0,Exact,
520,44180,"Springfield, MO",146,67,2,0,77,2,70,2,2017,462090.0,Exact,
